"CASE_ID","MERCHANT_ID","OPENED_DATE","CASE_CATEGORY","PRIORITY","CASE_THEME","CASE_TEXT"
"CS-000363",1467269,"2025-08-02","Declined Transaction","P2 - High","declined_transaction","Clover Flex presenting ""DECLINED 54 - EXPIRED CARD"" for 3 transactions Tuesday, but customers confirm cards valid until 2026 and 2027. Amounts €78.50, €123.00, €45.80. Terminal clock shows correct date and time. Merchant manually verified card expiry dates match customer statements. Chip read used for all three transactions. Merchant suspects terminal reading expiry date incorrectly from chip or transmitting in wrong format. Requesting terminal memory test and chip reader diagnostics."
"CS-000364",176602,"2025-09-26","Declined Transaction","P1 - Critical","declined_transaction","Magento 2 checkout with Braintree gateway showing spike in ""processor_declined"" responses Friday through Sunday: 41 declines of 103 attempts, normal rate 12-15%. Response code 2000 ""DO NOT HONOUR"" most common. Mix of Visa, Mastercard, Amex, amounts €35 to €580. Merchant's fraud tools show no unusual patterns, AVS and CVV matches normal distribution. Merchant questions whether Braintree routing transactions through different processor or if weekend issuer authorization rates typically lower. Merchant asking if they should adjust retry logic."
"CS-000365",41718,"2025-08-12","Declined Transaction","P1 - Critical","declined_transaction","PAX S920 terminal at hotel showing ""DECLINED 55 - INCORRECT PIN"" for 7 Visa Debit transactions Wednesday morning check-outs, amounts €180 to €450. Customers insist correct PIN entered, cards working at breakfast payment 30 minutes prior on different terminal. Same S920 terminal processed 12 successful PIN transactions Tuesday evening. Terminal PIN pad diagnostics show no hardware errors. Merchant questions whether PIN encryption key expired or terminal requires PIN pad re-synchronization with acquirer host."
"CS-000366",185765,"2025-06-17","Declined Transaction","P2 - High","declined_transaction","Checkout.com integration returning ""Declined - Do Not Honour"" for 18 transactions Thursday evening 18:00-20:30 CET, exclusively Mastercard Debit cards issued by Italian banks. Amounts €42 to €215, all existing customers with previous successful purchase history. 3DS v2 authentication successful, device fingerprinting shows low risk scores. Merchant's Checkout.com dashboard shows no account-level issues or holds. Merchant asks if specific Italian issuer experiencing authorization system problems or if Mastercard routing issue to Italian acquirers."
"CS-000367",126,"2025-08-26","Declined Transaction","P1 - Critical","declined_transaction","Clover Station Duo wireless terminal showing ""COMMUNICATION ERROR"" followed by ""DECLINED 91"" for 8 transactions Saturday afternoon, amounts €34.50 to €167.00. Terminal signal strength indicator shows 4 bars, successful ping to acquirer host. Mix of Visa and Mastercard. Merchant reports terminal located in same position as always, no building changes. Subsequent transaction attempts 45 minutes later processing successfully. Merchant questions whether acquirer host experienced temporary overload or if terminal's wireless modem degrading. Requesting connection quality logs for Saturday timeframe."
"CS-000368",1921362,"2025-08-28","Declined Transaction","P1 - Critical","declined_transaction","our previous provider Terminal integration with bbpos WisePad 3 reader showing ""card_declined"" for 14 transactions Monday, response code ""do_not_honor,"" amounts €28 to €134. Merchant's our previous provider dashboard indicates reader firmware current version, reader passing connection tests. Declined transactions include repeat customers whose cards processed successfully previous week same reader. Merchant asks whether our previous provider's issuer routing changed or if reader transmitting incorrect merchant descriptor causing issuer blocks. Merchant notes reader battery at 85% during decline period."
"CS-000369",995036,"2025-08-20","Declined Transaction","P2 - High","declined_transaction","Clover Flex GPRS terminal presenting ""DECLINED 61 - EXCEEDS WITHDRAWAL AMOUNT LIMIT"" for 6 Visa Credit transactions Friday, amounts €95 to €180. Merchant notes these amounts well below typical €500-1000 Visa Credit limits. Same customers successfully completed similar transactions previous month. Terminal configuration shows no transaction amount limits set at terminal level. Merchant questions whether issuer implementing new spending controls or terminal sending duplicate transaction indicator incorrectly. Requesting transaction log analysis to verify message format compliance."
"CS-000370",98809,"2025-07-03","Declined Transaction","P1 - Critical","declined_transaction","PrestaShop merchant using PayPlug gateway reports 22 ""refused"" transactions over 72-hour period starting Thursday, decline rate elevated from typical 11% to 28%. Response includes ""bank_refusal"" reason, code 05, mix of French and Belgian card issuers. Transaction amounts €18.99 to €249.00, product categories unchanged. Merchant's PayPlug account shows no fraud alerts or threshold breaches. Merchant asks if PayPlug's acquiring bank implementing stricter authorization rules or if merchant's risk profile under review. Merchant notes no recent chargebacks or disputes on account."
"CS-000371",579492,"2025-08-10","Declined Transaction","P2 - High","declined_transaction","Customer says 15 cards declined this morning between 9-11am, mostly Visa. Wants to know if it's our system because this never happens. Asked if we're having issues."
"CS-000372",675,"2025-08-21","Declined Transaction","P2 - High","declined_transaction","Merchant called - angry - says €450 transaction declined, customer's card works everywhere else, tried 3 times. Is this on us or what?"
"CS-000373",1262441,"2025-08-24","Declined Transaction","P2 - High","declined_transaction","Bakery owner reports 8 declines yesterday afternoon, all different customers, mix of Mastercard and Visa. Says terminal is fine, internet is fine, so what's the problem?"
